content,label
"Great app, but don't want to pay a monthly fee for all the features I don't use. Please offer a one time fee to use a dark theme / mode, so your customers don't have to stare at a glaring white screen. White screens also use more battery power than dark ones, so it also drains your battery quicker. Just about everyone else is offering this option for free, so please offer it to your customers for a reasonable price too. Thank you.",Praises
"I would give this app 5 stars but I am beyond frustrated with how slow it is to open. I pay the subscription for premium, and I love all the options in the app. But it literally takes 5 to 10 minutes for the app to open, unless there is a notification in my notification bar that I can open the app with. This would be annoying even with a free app, but to pay for a slow app that takes ages to open is ridiculous. In the 2 or 3 years that I've used it this has never been fixed with any upgrade.",Praises
not great.....,Praises
Works well until you purchase Pro. After this all your calendar dates are displayed one day ahead (your events on a Monday in your Calendar are displayed on Sunday).,Other
"The new update remove the option to change only one event when it is on repeat, now i need to copy and select.. And could have more colors!! Paid version",Crashes
Helpful and useful application. It is a pity too much options are in the paid version,Other
Amazing. Really organised with a bunch of great features!,Praises
"I like it but when I put my pass code in to access it,  I goes through but then it says your password has been changed please sign in, but I have to hit the back button on my phone to ignore it so it doesn't make me sign in again,  but when I do hit OK for it to let me sign in again, my password isn't there,  it's still locked but I don't know the password.",Crashes
"It was okay in the beginning, but it's shortcomings are becoming more glaring with use. Also recently the habits simply disappeared recently and the pop up for check in is annoying. I paid for the premium and won't be renewing for a second.",Complaints
"Ite very good app , but I felt Microsoft apps consume more battery and little bit slow to open the pages , and there is no offline access, pls update this to all apps thank you.",Complaints
"Love how you can set one off reminders and reoccurring tasks. This allows me to combine my daily routine with the tasks I need to do, all in one place. However there is no way to see your daily tasks in chronological order, automatically. The my day section requires you to manually add all tasks (despite any due dates); the today section in planned area sorts each day alphabetically, so you don't know which task is due first or when as doesn't show. Issue in both Android andd windows.",Bugs
"The app is crashing everytime I open in my Mi Pad, Android kitkat 4.4.2 device! Even unable to submit bug report as well!",Bugs
Still enjoying this calendar app... but would like it better if it was a little more intuitive 😇,Praises
"Was very happy with the widget, but the refresh button stopped working (outlook 365). Edit: Events from Google Calendar are synced fine. Events from Outlook 365 to mobile device sync fine, but edit them do not sync them back. Manually refreshing from the widget does noting for outlook 365. Manually refreshing in the app works without problems. These are all actions when using the device (Nokia 6.1), and not in battery saving mode.",Bugs
"New to the app, but it looks very useful based on what I've seen thus far. I'm looking for an option we're saved routines can be implemented into the daily schedule, but are also tied to a kind of countdown timer that corresponds to the specific routine added (e.g., impromptu select ""laundry"" and it's automatically integrated/layered onto present schedule w/ a countdown clock allowing for whatever amount of time you preset for that routine). If it had/has that, then it's five stars for me.",Complaints
Aungwaioo,Other
"It has been an effective motivator and tracker for me to accomplish the smaller tasks that get me closer towards my bigger goals. But there seems to be a Bug - I can't seem to receive a friend's Party invite, though I am able to create my own party and invite friends to it. It's a one way street in my app! Joining guilds and the self-care, self-sabotage info have been most educational and helpful.",Bugs
Won't let me even test the features of the program without the hassle of creating a full account. Uninstalled.,Complaints
I love it,Praises
"I like it but when I put my pass code in to access it,  I goes through but then it says your password has been changed please sign in, but I have to hit the back button on my phone to ignore it so it doesn't make me sign in again,  but when I do hit OK for it to let me sign in again, my password isn't there,  it's still locked but I don't know the password.",Crashes
"I recently downloaded this app and paid for the premium subscription. I like the app, but I have two issues that are hindering its functionality. The first is that the notifications slate quite buggy. I have 3 different daily tasks which I've set to notify me when they start, and I only receive my notifications sometimes. The second is that my workweek is Sunday-Thursday, and I found out after speaking with their support that there is no option to set a non-standard workweek.",Bugs
"Used to be a good app, now it's all buggy...",Bugs
"Love how it looks and % success, but hate that once you make a habit you can't change it. I had a habit going for only weekdays, but a month later I wanted to change it to every day. I either had to leave it or lose all the data so far.",Crashes
fun and helpful. graphics are awesome. just needs a few tweaks. too easy to cheat. i don't like the tavern because i am in recovery from drugs and alcohol so it's kinda anthemic. maybe a temple option would be a better social forum for inclusion for those of us who don't drink and/or use drugs. it would also be nice if you could continue to see completed to-do items after you have checked them so you can continue to visualize your progress.,Praises
"Don't install this app.This is forgery. I've used this app for more than 2 years when I changed my mobile phone I couldn't login when I logged in it says ""this email account is not in our database"" I have the mail to prove that I had had the account in the App.I mailed the company 4-5 times but there's no reply. 2 years of my habit data is lost.",Crashes
"bug bug bug bug bug, please don't tell me these bugs are features because i am a android programmer too.",Bugs
"it's useful, but kinda sad that they have now made the cute trees a premium function :(",Praises
I cannot even create an account I fill in what's needed and I'm pressing the button and it's not working some1 help.,Complaints
"I need help, party and guild is buggy for me. Only a blank page is displayed if i open that. Pls fix this",Bugs
I love this app as it actually help me to change habits.,Crashes
"Great app, easy to use. Custom colours and categories for each habit. Limited to 5 habits on the free version is the only gripe",Praises
"My rating to this app just dropped from 5⭐ to 1⭐ mainly because of this company's marketing strategy on how to pressure someone or the previous users to buy their pro version. There were many beautiful trees in store where you can purchase for free with free version. Now, it's only possible by having the pro version. It's quite disappointing that this app doesn't allow you to feel motivated and pull you down by offering their worst trees masterpiece. I won't give my 5 ⭐ till this issue FIXED!",Bugs
Super glitchy. Too frustrating to bother trying to use it.,Bugs
Works well but free version only gives you three total lists,Other
Great,Praises
"Not easy to operate and not good interface, uninstalled already, was expecting much better",Complaints
Life changing,Crashes
"Could be a great app except that like another user said, it does not sync between devices when the description claims that it can. That's a big letdown for me because when used any other of my devices, and when I switched phones, I couldn't sync the app up with my data or any habits I've been tracking, even though I have the premium account. When attempting to sync It always says that there is no internet connection, but there always is. So I can't give it a full 5/5 rating, otherwise I might.",Praises
"Not very expressive frame for activity descriptions, must be in the first stages of development. Guilds look incredible diverse, very surprising it is a social app. Seems the leveling function is standard gaming and well embedded. Hope open sourcing it make it better fit. Passing habits to to-do would be desirable.",Praises
"Excellent calendar translation with good, functional widgets, recommended.",Praises
"Nice looking app with good user interface. The ability to check off daily tasks, add goals with subtasks & note taking capability would be perfect.",Other
"Often freezing and crashing when I wanna add photos to task, help or give my my money back !!! No support response Tasks in calendar, easy prioritization, only usefull app in shop",Crashes
very good,Other
"The new update was ridiculous. I have tried so hard to get enough money for my favorite trees but they had been moved to pro version. As no more motivation I have, I uninstall this app",Complaints
The concept is great and it's a fun way to keep track of your habits. My only gripes are: -I wish there was a better way to see habit streaks. The number is cool but if we could see it on a calendar like view I think that would be helpful. You could miss a day and if streaks aren't set to reset the number remains unchanged. -Better explanation of the colors on streaks. I still don't know what they mean (going to Google it). -You can't use rogue skills because you get a blue screen.,Crashes
"I like it, easy backup and simple clean interface.",Other
"Fun cover, stickers and layouts.",Praises
"Great app! I use TimeTune to time block my entire day into short segments. A few fixes: [ when scheduling a day in advance, the time auto-sets to 24 hours (ending next day). If I scheduled breakfast from 8:00 AM to 8:30 AM, it automatically sets to 830 AM the next day. Very tedious to change.] [difficult to see overlapping tasks] [no easy way to push an entire schedule back, if you are late on one item, and need to push everything by 10 min for example. You have to change each manually.]",Crashes
Can it show the schedule into calendar view?,Other
It says I changed my password and now can't get in calendar what can I do to fix problems,Bugs
Very bad,Complaints
"Great app! Would kill to be able to spin/advance the time hand on the widget! But understand this is probably a limitation of the Android operating system. Aside from that, this widget has been a key factor in improving my daily productivity a significant amount. Integrates perfectly with my Google Calendar and Google tasks. Thank you developers! Life savers!",Praises
"Great app, wish navigating projects on mobile was easier",Praises
Too complicated and time consuming to set a task. No way to repeat on a monthly basis and specific day of the week at the same time. Not worth the time it takes to use it. Uninstalling.,Complaints
"I did love the forest app.... UNTIL the recent update. I hardly EVER update my apps! Now its not possible to buy new trees, they are only available for pro users and not with coins. Lame. Super lame.",Praises
"This is the app which I use for almost a year. There is one issue I have faced recently. Namely, some tasks and events do not synchronize on multiple devices where I installed the app. I'm using this app on my Android smartphone, as well as on iPad. I would be very pleased if you fix it.",Bugs
"Calendar setting are changing from one day to another, has to reset them everyday. Plus widget settings is separated from the app setting which is somehow cumbersome.",Crashes
Would be great but this app has 31 days in February this year. It throws off everything for the rest of the year.,Praises
"Very easy to pull me in I should have stopped, but hindsight is always 20/20. My friends and people who are interested in Google Apps for integrated coordination of tasks, meetings, whatever, but what really gets my blood boiling and made me downgraded from 3 stars to 2 Stars is the deadweight loss of not being able to either donate the rest of the subscription Source Capital investment that is just raining still if someone makes to make a donation. Is that I'm still sitting here with this deadweight loss.",Complaints
"Great concept, but there's issues with the widget, it shows nothing.",Bugs
"My original review seems to have disappeared. I have an issue on my Galaxy Note S8 where I can't turn off the alarms without uninstalling. I received a response from support, but couldn't respond directly. Their response was simply that I should be able to swipe the notification and the sound go away. Yes, I agree, that should happen. However, that isn't what happens. There is no notification from the app for the alarm. I receive other notifications from the app. Running out of room to explain.",Bugs
Excellent. Loads of features - tried lots. This is the one!,Praises
Lost my premium and all my habits gone when I changed my device. The app was great but doesn't seem good for long term use.,Crashes
I love this app and the idea behind it with the weekly and daily routines. I wish I could view my month or week at a glance however so I can see my weekly routine and how my non reoccurring events affect and lay out with my routine.,Praises
"There is a bug in this app. No matter what I selected the ""Change time zone to..."" pop up kept coming up. If this could be fixed I would definitely be interested in using it.",Bugs
"Fair enough for ads but now the widget isn't showing anything anymore, it's just blank. I've set up all events and schedule and it's still blank.",Other
Garbage. Find something else if you need to share lists with someone else.,Other
I actually love this and have use this for a year but the new update is no good at all that I need to edit my review due to the changes...,Crashes
"I was recently diagnosed with inattentive adhd and was hoping this app would be an answered prayer for help managing the symptoms, but nothing has changed with reminders since my last attempt at using this. Come on Todoist! Reminders should never be a ""Premium Feature"" in a task management app!!!",Crashes
"ABSOLUTELY DO NOT UPGRADE TO PREMIUM. It does not work. It does not sync. The developer does not respond. Google Play will not give a refund. The frees app is flexible. You can track yes/no and count per day habits. The count per day can be any criterion you want, minutes, calories, quantity.",Praises
To hard to sign-in. Make it easier to sign in. I wasn't able to sign in or use the app. Uninstalled.,Complaints
"i really love this app and it motivates me to study,&i was really excited to use the cute app & the pretty cute trees,but after i earned enough coins i found out that so many trees can only be bought if i had the premium version.i was also upset when i found out that only a couple of trees could be bought without premium. a student without a credit card & my parents refusing to pay for it,i was really bummed & upset.i would have given five stars in the past when there was no premium version.",Praises
"I love this app, it only app that keeps my interested. I love the to do list, habits and daily :) then if you want you have a change to challenge yourself. I wish they had a search bar to search up challenge, maybe a group and create group button and way to invite friends and become friends with your real friends so you can do challenges together but I would totally reccomend this app download it now you will not regret it :)",Crashes
Constant prompts for trials and upgrades. Super annoying.,Complaints
Great for groceries and remembering long-term to-dos,Praises
"Until recent update it was a 5 star. If you bring changes make sure your customer services are reponsive too at that time. The friendship redeem option didnt appear in settings after update, so i reinstalled same device,now i cant restore at all, ""error says sign out of other accounts"" i use only one email and i will not factory reset my phone for one app. Dont go blind over money, I really want to help plant trees, now everything looks like money grab.",Bugs
Amazing app,Praises
"Great, simple to use and best of all, free !",Praises
Love this app. Keeps all my appointments straight. Couldn't function without it.,Praises
"WARNING : steals data, Routes info to chinese servers before uploading to your cloud account. Check via NRF or Pocket SSL capture app. The good: simplistic UI, one may or may not like this. The bad: Google+ authentication is buggy, had to it thrice. The ugly: doesn't allow one to export/import data.",Bugs
"Update 2020: sadly they didn't reach out to me despite me paying for premium version. Lost my account and no means of logging back in. Otherwise, the app is good especially the UI. Like this app but until recently I had to change phones and the database could not locate my email and the app changed names and logo so it's all confusing. If you could help me locate my account as I bought the premium version but couldnt log in to my account. Please help because I want to use this great app!",Crashes
App is good enough ; but hanging / not working / making bad your phone ; Don't download it ; it will make your phone worst situation 😔😔👎👎👎👎,Crashes
"HATE the move of completrd to bottom. I have shopping list in the order the items are as I go round the supermarket, tick as I put in cart, untick as I need again. Used to still be in order when showing completed to untick. Now they are below and in scrambled order there. Should have made change an OPTION. I will have to look for a new To Do app. Very sad. BRING BACK ABILITY TO HAVE COMPLETED ITEMS SHOW IN ORIGINAL POSITIONS IN LIST AMONGST UNCOMPLICATED ITEMS.",Crashes
Keeps blocking me every time change password.very frustrating,Crashes
Great for basic lists to project management!,Praises
It won't allow you to create an account with e-mail address and password. Why give you the option but then doesn't work when you use it. If not resolved within a week uninstalling app.,Complaints
Widget doesn't load upon phone restart on samsung S20 FE. It fixes itself once I load the app. Outside of that this is a great app,Praises
Best app,Other
"Great, does the basics I need it to. Tricky to move tasks to folders?",Praises
"Nice App but, Reminder issue: *Vibrates only * Bell doesn't ring.",Bugs
Nice app. But can update a function such as we can add in an attachment(like photo) into the task or etc will be better,Praises
items/tasks disappear; Search is hard to use; Annoying user interface to enter due dates that require you to remember esoteric lexicon to do things like reoccurring dates.,Complaints
It is perfect.,Other
"Amazing app. It covers basically everything required to plan your schedule efficiently. Kudos to the developer team, keep it up!",Praises
Absolutely hated it it was just weird,Complaints
Recent update has so many bugs. Tasks and habits will be gone upon first opening the app. I have to restart the app every time I want to do something. Save and delete buttons are the same color as the banner or gone entirely. I love this game but I'm about to be done after this update. 🙁,Bugs
"It has a lot of functionality bugs. Some of my events were not adding, after restaring the app, other events just disappeared etc. I m really sorry i had to delete it because it looked nice and could be very useful but it s not working. Thanks!",Bugs
Ki,Other
It is truly amazing app for productivity. I wish to give 5 star but many features are not available in the free version that's the reason I'm giving 4star.,Praises
"The new update was ridiculous. I have tried so hard to get enough money for my favorite trees but they had been moved to pro version. As no more motivation I have, I uninstall this app",Complaints
"UNSKIPPABLE video ads pop up when you are adding or editing an event. I mean video ads popping up in a *calendar* app is bush league already, but unskippable? May as well have a boxing glove on a spring pop out of my phone and smash my groin - that's probably preferable.",Praises
"This app would do better with a calculator tat adds& subtracts shopping List columns with$totals. Also tabs/swipes for delete/retrieve.⁦👍🏾⁩⁦👍🏼⁩UPDATE--2/16/20. 1.You can't edit[actual item]on a list,like change It's name. 2.AND you CAN'T See*or do a running sub total -add or subtract price totals.What good is a list tat when u put the price of a item your Task list can't be more helpful when creating a cost grocery list or whatever,like[hardware store]items list!!! So I deleted",Crashes
I have the premium version. I had been using Wunderlist. The most amazing Todo app ever and very intuitive. Tick Tick has worked well as Wunderlist is no longer supported. However some key things I truly miss. Push notifications when someone texts within the app. Notification that someone else has updated or completed a task or list. Copy and paste everything I need into a section as a single item in the list instead of everything becoming its own item in a list.,Praises
"They fixed the crashing issue. Awesome. My impression of the app was 5 stars after that. What brings me back though is the latest GUI change to the widget. 2 stars now. They took away the ability to easily select multiple tasks. I am considering switching task managers now. I do not see a way to restore the old functionality. Also I used to be able to launch ToDoist from the widget. That button is gone now too. I am a long time user. I've reached the """"enlightened"""" rating on the app. Boo...",Bugs
Great app but needs work.,Praises
"I like this app for the most part. Loads of different plugins however if you want to change the date for your reminder from the default date, it takes 7 taps! SEVEN! That is not great UX and needs to improve. I miss the Wunderlist style smart date adding. Update: The new smart date feature makes this a 5 star app for me!",Crashes
I'm constantly finding little glitches in the game that throw off what I am trying to do when I am trying to earn points. Thank goodness for husband and siblings who have played this enough to know how to fix things when they go buggy but I don't appreciate not being able to go to customer service or send a quick email to help them update the system and fix it.,Bugs
Uninstalled. Still cannot remove background to blank. Edit: Yep still the same. Also please put the free backgrounds at the top. This is from only within the app by the way.,Complaints
This app is great. I was using different methods to change myself and they all failed but this RPG style game which I can even customize has proved to be most efficient.I would like the app developer to add some more stuff like new acheivements at different levels and getting access to more functions as we level up.😊(it will make app more interesting instead of getting more and more boring every time),Crashes
I bought this app some years ago and stopped using it because it was not compatible with my work exchange account. Productivity was way down because of using a multiplicity and some really bad apps. Now it supports it and I am using it again. And I love it every bit as when I left it. Thanks so much for this app! I got an issue with the hide calendars bar though. It shows entries but I cannot delete entries from the menus..,Bugs
love the idea however I use outlook calendars for lots of things and this only works with google calendar 😔,Praises
"Love this app, Pro Version is definitely worth it. However... my referral code would NOT pull up, and I missed an oppurtunity to refer someone. Adding friends and creating a ""Room"" together is way too difficult, and I would also like to see the option to delete tags. Rather difficult to navigate app regarding all these things, but I am hopeful to see what modifications are brought forward.",Praises
"Regarding the last review, I noticed that multiple widgets of different lists lead to the ""emptied list"" glitch happening more often. Unrelated, but I really love the idea of the new batch action feature. Just wondering why I can't use it to batch fail or batch perform more than one task? I expected that to be the point, but only batch delete and batch skip are available. Batch fail would help with one of the biggest issues to making the app fast to use, which is that failing takes like 3+ taps",Bugs
Not bad,Complaints
"Very confusing, I couldn't even set a daily reminder.  Edit: to have a daily reminder, I need to create a routine, set number of days (whatever that means) to 1, open it, add an activity, create a new tag for it (cause I can't just give it a simple name), then go back and enable the routine. That's EXTREMELY confusing as for a simple thing like this. Don't want to do this again.",Complaints
So good 😊😍,Other
"Slow, less friendly, Wunderlist was far better app, which you bought and killed. I am not liking it and finally uninstalling after tolerating it for 8 months.",Complaints
paid for the pro version but can't keep the changes I make to the settings.,Crashes
Love this app. Posts on my home screen ( with a widget) so I see my appointments at all times. Easy to use..,Praises
"While adding time to a Task asked me to subscribe for premium 😂 I said sorry, uninstalling. I can pay for an app for extra features but if I am expected to pay just for basic functionality then plz make it a paid app at the first place.",Praises
"This app was perfectly fine before Microsoft got its hands on it, I used it for years for pretty much everything, it was perfect! Now I cant share lists with people unless they are in my organization, lists don't sync, or just hang whenever I try to force it to sync, people don't receive my requests within a list. This app is now a complete waste of space on my phone, and after years of wanderlist I am now forced to try find a new app.",Crashes
It mixes todays completed task by Tomorrow. Which is really bad experience and gives no happiness after completing a task. Todays completion must be removed and tomorrows list must be visible by tomorrow. Not today. Fix it.,Complaints
"While changing list, by scrolling right to left, task get deleted, it's very confusing",Crashes
Please add start view that has many favorite projects easily accessible. Would be better if it was possible to add top of the list. It is not easy to use with one hand since everything is in the top left corner (please add material design button for favorite projects to bottom). Lists do not automatically sort and sort needs to be done again if anything is changed.,Crashes
"I'm probably too old for this. Couldn't find the energy/patience to work out how it works (and why was it preset with meditation?), I guess it would seem obvious to someone who uses technology more. Bought a huge paper planner called Trigg instead. Less portable! But it won't crash, malfunction or lost if I break my phone...",Crashes
"The background is very bland, you could have more colors. I also noticed that the app keeps crashing",Crashes
Good.,Other
"Ex-Wunderlist user here. Widget goes to My Day all the time and gets non responsive, until you resize it or add it again. This has been bugging me for months. Same issue on 3 different phones I used",Bugs
"The app crashes when there are less than 2 characteristics of the Hero. I like customizing, so at first I deleted all presets to replace them with my own, but if I delete all characteristics and then try to add 1 new characteristic the app crashes and the only way to get it to work again is to clear all the data and start the app from scratch.",Crashes
"че то вступительного туториала не достаточно, чтобы понять что делать",Other
"I bought the premium version of this app and it doesn't work. The reminder does not function, which basically renders the app useless. I emailed the support team and I haven't gotten any response or acknowledgement of receipt. I want a refund. What a waste of my money",Praises
"Not easy to operate and not good interface, uninstalled already, was expecting much better",Complaints
"Widget forces My Day list. My day is frustrating and useless. Wanderlist, both the app AND widget were amazing and you've totally screwed it up. Give us back what actually worked!! Please!!!",Praises
UPDATE: Tags have started syncing back again. Tags do not sync between the mobile and desktop app. I am a premium user and I put in a ticket about the issue. After frequent back and forth over the email the issue hasn't been resolved yet. I will update my rating after the issue has been fixed.,Bugs
Get multiple entries of same appointment! Problem is with Outlook and Exchange 360 occurs with other calendars too.,Bugs
Keeps me on top of things,Other
Will not let me register. Tried uninstalling and reinstalling. Tried both the email login and the Facebook login.,Complaints
"12 hours, just 12 hours I had this app. Received 6 emails for todoist. Why do you think it is acceptable to bombard me with email? On top of the email issue, to make any real use of this app you have to sign up for the premium service. Wont be coming back. Uninstalled and you been added to my junk email list. Pathetic!",Bugs
"The font size is realy small and you can't change it without paying for the full version. Large font is a basic accessibility feature, it shouldn't cost extra.",Crashes
It's amazing. Very useful. I m happy to use it,Praises
"It would be awesome if shared task reminders would sync, right now only due dates sync.",Other
"This app helps me compartmentalize my hectic life. Thank you for such a great app, its a life changer.",Crashes
Old version is better.. in new version cannot backup without premium membership... I am going to uninstall,Complaints
Can't login on the app but can on the site. So currently useless to me.,Other
"Good, ads are very annoying. Might delete due to ads. Why pay when I can get it accomplished without the ads",Complaints
bad. avoid,Complaints
"One or two more inserting option to be given with basic arithmatic calculations to find quality of a habit. For ex. No. Of repititions divided by total time taken etc (ex. no. of something finished divided by total time taken, will give the quality)",Other
"I've been actively using this and I love the concept. App version could really use a new UI. Dark mode would be appreciated, and maybe letting users adjust Font or size of boxes. (Feels too large right now. It would easily hold more details, but space is lost to a big box)",Praises
"Just a couple of things .... I don't like the fact that the reminders show 
up multiple times and I wish it had a to do list but other than that ... 
But other than that so far so good",Other
"App was well organized and easy to use, but you had to pay money to have 
more than 5 habits to track. Not realistic for me to only need 5. 
Uninstalled it.",Complaints
Great,Praises
"Definitely I appropriate your hard work and this app different from all those big guys apps, but question is if someone lost the phone or uninstalled the app, what is the purpose this app?, So i'm just suggesting, > you can limit the how many task can be added by users without premium >Opt. In Ads for auto backup",Complaints
"The UI looks good but can be confusing. The different labels (programmer, etc.) don't make much sense in the context of the app. You can't check an item as 'done', and if something in your day changes and you need to adjust or reorder your routine for one day, you can't, which makes the app a bit useless.",Crashes
"It's supposed to be able to go on multiple devices yet, when I downloaded to my phone after putting it on my tablet it just keeps saying loading. After I spent a lot of time setting it up and plugging in all my appointments for the next month it's a huge disapointment. Should I get fixed I will change rating to a 5-star",Crashes
I wasn't able to login to my account actually I'm a pro customer it's a bad experience.,Complaints
"In general this app works great, but since it switched from Wunderlist to Todo, it now logs out frequently and then the widget will no longer show your lists until you open the whole app again. It happens every few days and across multiple phones. Please fix this",Praises
"When I first installed the app, it worked well. However, recently I started getting notifications at incorrect times (out by several hours). I have not changed anything since I set it up a few months ago. This app is pretty much useless now.",Crashes
"Ever since the latest update, it's too difficult to check off tasks. It keeps accidentally opening the task item for editing. So annoying!!",Complaints
"when sorting tasks via list, if they also sort the individual list items by time, would have been more convenient",Other
Thanks for this apps its fells great,Praises
Looks cool but i had to uninstall the app because it wont go to sd storage.,Complaints
"I downloaded this app and I didn't expect much but its honestly amazing! I love the simple layout and everything about it. I love that you can add or delete tools like for me, I wanted to have a habit tracker and I could simply enable that. I can clearly see why it is editors choice! Recommend it to everyone! ❤ Edit: You can only do 5 habits with subscription sadly.",Praises
"I seriously don't understand. The basic functions of the app are so janky and broken. In the avatar creation, I had to keep pressing the options I wanted over and over for it to actually work, then when I finished the avatar had options I didn't pick. Every habit defaults to being both positive and negative. I know there has to be some default, but it's kind of weird that if I have a positive habit I have to tap the negative button. Adding tags is really clunky because the tags have to be added to the filter, (I guess it works but it's unintuitive to have to add a tag to the filter instead of just tagging the task itself) but when I add them they don't immediately get added. They disappear and then get added a few minutes later. Half the time it won't let me move around the tasks. Sometimes the FAQ text pops up overlaying whatever screen I'm on. Switching between habits, dailies, to-dos, and rewards is finicky. Sometimes swiping doesn't work, sometimes trading the icon doesn't work. I have to tap things in the equipment menu multiple times for them to work. Same for the avatar menu. With patience all this stuff does eventually work, but it's tedious to just use the app. The app would be 10 times better just by fixing the buggy menus",Bugs
So far so good. I love creating my own adventure. Still learning some of the functions. Maybe a tips video could help. I can't wait to see what other fun things can be added. More community or friends list. Or leader board. Then get us to do in app purchases for new items or level streaks. I just like this a bunch. So thank you!,Praises
So far so good,Other
"1) If I want to be in leaderboard, I need to give the app permission to all of my private things. No thanks. 2) The achievements always show there's a new achievement unlocked, but there's actually none. This bug is often fixed and then reappears, which is annoying. Otherwise the app is alright. Lots of bugs but they get fixed fast. The part I hate most is the privacy issue because I used to be encouraged by the leaderboard, but I'm not going to give an app such access. Sad. I miss the feature.",Bugs
"It's an alright app, just haven't been able to really do much with it anymore",Other
Haven't used it enough to truly rate it but it just seems like there could be some big innovation if you put more thought into it. A lot of potential if you ask me though.,Other
Es muy completo para lo que necesito,Other
"Love the app and all the trees, but 2 negative sides 1- the goal is to put aside the phone and so get a wonderful and lush full forest . So why is it that if a set a 120 min strike I got 4 trees but if a do 12 times a 10 min strikes, I got 12 trees... See the problem here?!?! To be less focus get me more reward. Not coherent 2- What's the Crystal ?? Really, even after buying the PRO Version I should pay real money to have these trees?!?! Not gonna happen and deceiving",Bugs
"It's a very bad app because I changed the settings too , but the tree 🌲 would die everytime if I opened another app or turned off my phone",Crashes
Keeps me on top of things,Other
App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app.,Complaints
"Synching, when it happens takes forever! which means that when I make a change in one device, I do not see those changes on my other devices for a long time, if I see them at all.",Crashes
I am in love with this app it is so useful because I am a giant perfectionist and I have looking for the perfect planner for a while,Praises
Sends you really annoying emails saying you have zero things to do on your task list or an amount. Even after you uninstall the app it still sends you this unwanted junk. Have to reinstall and delete account.,Complaints
"OK sorry, I am not sure whether you are serious or deliberately misunderstanding me. Wunderlist could share lists with people inside my organisation (i.e. colleagues) or outside my organisation (I.e. family). It seems ToDo can ONLY share lists with people that are within my domain AND have a Microsoft account. Will this ever be changed? Please see the thousands of requests for this feature on many forums. I cannot believe you actually misunderstand this request.",Crashes
"Some crashes, new bugs, no support of certain calender supports, e.g., fails to import ics and no CalDAV support",Bugs
"I have been using the fully unlocked version of this application for over a year. This is a fantastic app! However, it lacks the capability to sync with outlook calendars. For example, if I have subscribed to my work outlook calendar in Google calendar, the events will not be synchronized with Sectograph. This would be fine if this was the documented behavior of this application. However, subscribed-outlook calendars are selectable from the calendar selection menu...",Other
Great application. It's a great approach on practicing productivity! 👍,Praises
"Nice interface and it syncs across my devices. However the widget constantly crashes on both, P30 Pro, Oneplus 7T Pro.",Crashes
"I've been using this app for more than 5 years, it was great. But currently I changed my phone and found out that syncing doesn't work anymore :( It says something like ""no internet connection"". So at the end I have to use another app.",Crashes
"This is a bad app. After purchasing a paid subscription, I got a lot of ads instead of an app that helps me plan my business.I hardly see the task scheduler, just advertising. A lot of advertising. The authors are too greedy.",Complaints
It's been super helpful in managing my ADD time management problem.,Bugs
I purchased the app. All I need now is to add color to the calendar entries. mmh I'll think of some stuff later.,Other
"1/5/20) I have tried the updates since my original post, and launch speed has slightly improved. Main Landing Page loads very slowly, but at least didn't crash right away again. Almost froze when scrolling through habits. I gave it more time to load, then tried going to a different section of the app & it crashed.. 11/9/19) Would be an awesome app, if it would load. Painfully slow startup and very laggy in app as a well. (Android 9 ; Moto G6 Play) Please fix! & I will actually update my review.",Crashes
i don't know why the stick notifications not working i have been checked my all settings but i could not find what's the problem..,Bugs
Alarm not working .. so no time strict,Complaints
"I have been facing an issue with the app for quite a few days now. I stay on the app but my tree still dies. And after that it still gives me the notification that my tree has grown. So in essence I get neither my grown tree nor my coins even after I was on the app the whole time. Please fix this, as otherwise the app is really cool.",Bugs
Really good app! The widget replaced the clock on my main screen as soon as I realized how effective it was at keeping me on schedule.,Other
"Incredible tool, awful app. I'd recommend the desktop version of this site to anyone but the app is a bug-ridden mess that overcomplicates simple functions and only works about 90% of the time.",Bugs
I needed a simple app that I can schedule my day throughout. This has a VERY simple interface and a very visually appealing aesthetic. I love it so far! What would really fit the bill even better is if I can drag and drop blocks. Sometimes I have to shift priorities and it messes up my schedule and I need to manually go in and change things in every block thereafter.,Crashes
I have paid for the pro version inside this app itself. But checking the business calendar 2 Pro app I still am prompted to pay again. Why is this? Why can't I download the Pro version even though I already paid for it?,Other
Excellent resource for busy day,Praises
"Sorting according to due time is not available, for eg. I have 3 task one at 5 am next at 7 and 9 am on repeated mode every day than it doesn't sort out according to time.",Other
Awesome,Other
Fun way to track and reward yourself guilt-free. Lots of personal calibration but the interface is nice. My only problem is the lack of icons even in the premium section.,Bugs
"Would give it full stars but the app crashes as soon as I open it now (so I can't use it), hoping that will be fixed in an update :) Edit: for some reason I can access the app through the widget and edit the tasks but as soon as I try to click the home page it fails to load and crashes",Crashes
Apps been goood. Helped me a lot Free features have now been changed and are only available on pro mode.,Crashes
Good app to help u planning with fun,Praises
"Annoying backup system. I've had installed this app and logged in with Google account once. I also tried some of the app's features, but I uninstalled again because of reasons. After some times, I decided to install it again. So I made my tasks and the others without logging in first (because I forgot). Then, when I logged in with my Google account after that, it replace my current data with the older one without warning. Now all my newly created, more complete data is all gone.",Complaints
